Series Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Population ages 15-64, female (% of total)",57.962088,57.72457221,57.46566658,57.23447285,57.09237858,57.05245277,56.87921935,56.83949722,56.88165905,56.95086535,57.01006583,56.99972625,57.01852591,57.06409206,57.16065485,57.31539137,57.4434488,57.63225976,57.87368026,58.15514604,58.46217331,58.75198161,59.0496142,59.34722815,59.63467857,59.90145098,60.02498028,60.15463786,60.28489487,60.42015641,60.56583746,60.62163041,60.74863262,60.92351401,61.12024751,61.3302176,61.60344679,61.85262505,62.10681096,62.40403619,62.75278944,63.04456087,63.38610303,63.75440928,64.11060482,64.43109709,64.6661251,64.88162074,65.06563123,65.21178092,65.31762303,65.36038985,65.37699519,65.36613052,65.32982551,65.27094671,65.17710417,65.07094218
"Population ages 15-64, male",877544209,886162115,897780777,913285219,930372545,949782431,967602111,987857887,1010059387,1034087763,1058239105,1081430207,1104855311,1128587592,1153733888,1179870056,1204267645,1230308760,1258171878,1287589245,1317818010,1348095163,1379341746,1410927140,1442631823,1474921999,1504250281,1534828825,1566013693,1597416300,1629428664,1657336970,1685972106,1716444530,1747411417,1779592990,1812363431,1844811368,1877520535,1911663789,1947589653,1981835197,2017818627,2055151367,2092804936,2130009791,2164216033,2198402656,2232357500,2265399042,2297358016,2326511804,2355794063,2384661800,2413086447,2440987666,2467092642,2492874594
"Population ages 15-64, male (% of total)",57.89140923,57.67261688,57.42405047,57.20379291,57.0836716,57.08466648,56.93791499,56.94470979,57.04891259,57.18375906,57.30621706,57.34005279,57.39619447,57.47836371,57.61887601,57.82803552,57.97366798,58.19576797,58.47898836,58.79901898,59.13528962,59.43684172,59.73205824,60.02250606,60.31151456,60.59451942,60.7160137,60.85578929,61.00257527,61.15125567,61.30169882,61.3295772,61.42158184,61.56467309,61.73463545,61.92874847,62.16465462,62.38472932,62.61737412,62.89918204,63.23773168,63.51294733,63.8378223,64.19307784,64.54351606,64.86683844,65.08637745,65.29553197,65.48090962,65.63395437,65.75222992,65.79945411,65.82757433,65.83516631,65.82523455,65.80126085,65.72733882,65.65035465
"Population ages 15-64, total",1755620569,1772466187,1795177385,1825452823,1858740876,1896371762,1931006973,1970199564,2012970436,2059257128,2105713802,2150516061,2195886614,2241833275,2290433304,2340782863,2388404052,2438970107,2492963801,2550105633,2609081514,2668548031,2730245023,2792728761,2855237204,2918480605,2976173136,3035964144,3096745567,3158035076,3220754393,3276215170,3333539486,3394316884,3456000995,3519733419,3585505013,3650509422,3715832776,3783734658,3854830445,3922584623,3993611735,4067094373,4140961493,4213698662,4281167944,4348375233,4414926524,4479514387,4541772817,4598731362,4655775315,4711793648,4766661233,4820189454,4870697006,4920223416
"Population ages 20-24, female (% of female population)",8.046386127,7.924910987,7.754395055,7.577189733,7.45412605,7.416504151,7.422302616,7.5001896,7.632028594,7.793325025,7.965982392,8.146872181,8.346942844,8.539239767,8.689443886,8.779841623,8.80977742,8.7844766,8.733590533,8.699052449,8.703488337,8.736837767,8.796202191,8.871166272,8.944188125,9.003757522,9.036800979,9.06288216,9.077490557,9.076946847,9.061248517,9.020163321,8.972616178,8.914656561,8.841093038,8.752770186,8.6681723,8.562051125,8.45400518,8.371093008,8.328285653,8.319229446,8.342677417,8.390749209,8.452786509,8.521512162,8.597975487,8.6842429,8.75490412,8.778448771,8.739492988,8.651338472,8.506413176,8.325922343,8.142347438,7.976566884,7.829194682,7.696670714
"Population ages 20-24, male (% of male population)",8.363505443,8.243007169,8.069112516,7.883585923,7.747700257,7.695549206,7.689294002,7.750516593,7.862118116,8.00552905,8.168540308,8.363224593,8.58432282,8.797634476,8.96235364,9.059059704,9.09351939,9.068524144,9.014552192,8.976301249,8.979096084,9.016032984,9.078630404,9.154656013,9.225242737,9.279258246,9.306226878,9.323428069,9.32756457,9.317898749,9.296754487,9.253155274,9.207414325,9.15235383,9.079864704,8.988772234,8.901038095,8.78902333,8.673668607,8.584713842,8.539096133,8.528033561,8.54998189,8.597392347,8.659983441,8.731154897,8.812211933,8.905130336,8.984264472,9.017371324,8.988860892,8.917148542,8.789771757,8.626394986,8.457774841,8.303912947,8.166657416,8.040263729
"Population ages 25-29, female (% of female population)",7.344285632,7.309497746,7.28921278,7.269843785,7.228153905,7.151357852,7.0211828,6.864566237,6.71023195,6.602992126,6.566972078,6.592006822,6.677331776,6.808036356,6.965547142,7.134434939,7.310566508,7.503806656,7.689547777,7.835427259,7.924594671,7.967237609,7.952193678,7.906937089,7.873631871,7.876056966,7.899049305,7.950165434,8.016918776,8.083027417,8.139976974,8.188865454,8.239733207,8.284766601,8.311889401,8.315776044,8.315124164,8.289566737,8.244600558,8.186685906,8.119210748,8.034541665,7.942035137,7.855373994,7.792201753,7.762064584,7.75775796,7.782133548,7.829891039,7.892215937,7.959859096,8.032404802,8.11370318,8.183448317,8.212932159,8.18639998,8.111635336,7.984304793
"Population ages 25-29, male (% of male population)",7.606118803,7.573257066,7.554359517,7.536448805,7.495089427,7.416362464,7.27871882,7.116675048,6.958304543,6.845201674,6.797953205,6.80761612,6.873757764,6.986716705,7.134551837,7.303608098,7.483975243,7.691240123,7.895503166,8.057098739,8.155084054,8.202343083,8.185735718,8.135614963,8.098138082,8.098420831,8.117556068,8.16729297,8.234073919,8.299173566,8.352076566,8.393667397,8.432535307,8.464031859,8.479201393,8.476462397,8.473491117,8.451411348,8.412655879,8.359398008,8.292676455,8.208109146,8.110485818,8.015305437,7.943618578,7.90733445,7.899910698,7.922988645,7.970550805,8.033388605,8.102512187,8.182610762,8.274810287,8.358465508,8.404029037,8.39490209,8.338834704,8.232269466
"Population ages 30-34, female (% of female population)",6.814104789,6.765402608,6.692810542,6.611952457,6.543551939,6.496345261,6.447538718,6.429717098,6.421379347,6.391942542,6.32516,6.226179624,6.100046339,5.974902579,5.893975213,5.879358343,5.91306649,6.00118046,6.131417822,6.283742262,6.442389123,6.610365148,6.787877499,6.956038154,7.088953886,7.172748368,7.200553876,7.18369294,7.146355063,7.124154992,7.135826482,7.168373092,7.233747419,7.320638802,7.407996381,7.483424938,7.558686395,7.620228659,7.667212884,7.699951467,7.71772075,7.710968088,7.691395489,7.658196899,7.610462356,7.550430631,7.480401524,7.400355812,7.321808281,7.263181778,7.235899582,7.23725756,7.265271235,7.314586733,7.376586359,7.444035288,7.520185592,7.605985814
"Population ages 30-34, male (% of male population)",7.012586232,6.989006302,6.924384334,6.840747746,6.768280811,6.721494824,6.669462573,6.651085573,6.643481772,6.613708948,6.544228914,6.440718234,6.310140257,6.179908948,6.09210314,6.068330764,6.084571148,6.155092761,6.271150339,6.416268053,6.575530546,6.749133126,6.937765131,7.119779632,7.264913431,7.356362292,7.384089459,7.362779148,7.318289832,7.289248045,7.29620178,7.326413459,7.390609085,7.47831773,7.564487069,7.636327575,7.700843014,7.749579226,7.783960947,7.807322076,7.820333163,7.815141611,7.801425146,7.776622994,7.736218836,7.67975245,7.60744501,7.522115569,7.436514977,7.37100668,7.337922367,7.333881499,7.357926965,7.405663851,7.469459734,7.542637666,7.626931777,7.725443553
"Population ages 35-39, female (% of female population)",6.086711133,6.112270074,6.108932813,6.083756866,6.050004272,6.013100352,5.95072242,5.883008454,5.815673437,5.759510399,5.719014469,5.693660281,5.693078363,5.698704377,5.686062321,5.642641002,5.568669119,5.469015146,5.368287114,5.303128265,5.294319212,5.334159414,5.418254911,5.536696263,5.674233747,5.819326408,5.965050991,6.12344676,6.27559162,6.398317871,6.480524646,6.519330389,6.525939775,6.516761583,6.517834674,6.546304269,6.602789785,6.677650978,6.764932389,6.853671316,6.935418023,7.000487344,7.06177237,7.114627375,7.152528971,7.171543551,7.170085064,7.154859907,7.126629864,7.086034597,7.034493002,6.972427096,6.899218773,6.827569349,6.775762653,6.754466876,6.76255553,6.796396042
"Population ages 35-39, male (% of male population)",6.006006849,6.060969658,6.11040242,6.148721015,6.171297076,6.174230398,6.132322222,6.07228976,6.003668539,5.944048035,5.90214864,5.874384381,5.871745889,5.875015552,5.859537912,5.812963064,5.730866412,5.624878828,5.517291099,5.442986838,5.423183513,5.453649094,5.526465927,5.633792797,5.764277875,5.908674656,6.055947251,6.222399524,6.386003192,6.518498044,6.605459964,6.643317904,6.644163818,6.628440759,6.624140516,6.651020104,6.703434924,6.776642679,6.862927083,6.94883415,7.0247506,7.08355254,7.135890758,7.179336267,7.211087955,7.229491648,7.229617455,7.222093167,7.204415681,7.172350594,7.124408588,7.05985521,6.979882919,6.898888646,6.838260647,6.810790509,6.812845481,6.843146021
"Population ages 40-44, female (% of female population)",5.139128532,5.129351993,5.168277817,5.235905585,5.300963225,5.343819546,5.354523981,5.352602863,5.33720861,5.312294764,5.280264223,5.23702426,5.186971183,5.137166046,5.099909748,5.079788311,5.070477207,5.083526332,5.102542837,5.102546983,5.070901285,5.009903563,4.920556838,4.828704733,4.770611384,4.765489988,4.796105829,4.871338828,4.981412326,5.111368342,5.249784645,5.388338236,5.545481617,5.703075298,5.835350982,5.927926927,5.989400888,6.006323316,6.001080799,6.007284364,6.043104406,6.091587549,6.164548606,6.253319614,6.342325169,6.421092352,6.491220538,6.554164295,6.605424387,6.6408324,6.65916523,6.662566463,6.653933305,6.633120962,6.600340554,6.556873433,6.504866863,6.442979609
"Population ages 40-44, male (% of male population)",5.110344608,5.086746665,5.097687159,5.135355146,5.186456116,5.240894421,5.27618225,5.321458535,5.365398945,5.394288885,5.399965132,5.374541894,5.329147695,5.275838345,5.234585439,5.213839603,5.195514633,5.202640253,5.218476504,5.216193186,5.181306278,5.113995014,5.018698681,4.921527031,4.858292714,4.847460037,4.86753291,4.930043578,5.027284541,5.14813329,5.283649536,5.422479273,5.585442155,5.752962598,5.89382896,5.99191612,6.051525577,6.06367393,6.0521876,6.052888724,6.085042295,6.130135238,6.202361532,6.291825896,6.381209669,6.45906858,6.522045707,6.576922258,6.621014709,6.65283547,6.672478276,6.677960859,6.676227146,6.664534407,6.639210205,6.599152459,6.543133671,6.473993897
"Population ages 45-49, female (% of female population)",5.014978688,4.916907815,4.778143236,4.631327683,4.520832864,4.469392329,4.45104364,4.488620416,4.558842894,4.62739304,4.672421451,4.694070022,4.700749569,4.693840744,4.68048774,4.664549668,4.637110354,4.604693877,4.572803453,4.549645556,4.539187763,4.536984492,4.550324323,4.566061211,4.564729131,4.536711407,4.476907423,4.396302673,4.316247423,4.26839438,4.270248598,4.307735619,4.389699518,4.504152679,4.635126065,4.771685178,4.920702779,5.077898605,5.229646479,5.358164809,5.453050585,5.505979005,5.523563265,5.522979789,5.530933618,5.563628012,5.618190067,5.695624604,5.786167762,5.874791579,5.952254493,6.017482394,6.076880579,6.126667768,6.163951473,6.187316195,6.197049416,6.196536378
"Population ages 45-49, male (% of male population)",4.832336796,4.744027079,4.628501908,4.510283607,4.421581278,4.379253871,4.354758104,4.371777336,4.417521949,4.473423308,4.52805551,4.572229025,4.621091123,4.66632636,4.699937031,4.717276255,4.702539809,4.671810363,4.634462761,4.604931802,4.591099806,4.585970433,4.597459631,4.611619934,4.608426374,4.578497442,4.514060335,4.430492712,4.348350776,4.297623292,4.294618524,4.321189264,4.389222274,4.490126372,4.611374032,4.745116321,4.893087178,5.05550312,5.215802532,5.351624157,5.449901984,5.497977244,5.508549834,5.501404321,5.505744866,5.53843432,5.590912658,5.668719117,5.761066245,5.851035703,5.928382066,5.988241585,6.040827979,6.084222258,6.118543749,6.14393509,6.1558744,6.162272444
"Population ages 50-54, female (% of female population)",4.416753902,4.418115939,4.422711493,4.419198333,4.3930056,4.337076757,4.237153695,4.112949404,3.986759664,3.89348227,3.851919064,3.850542372,3.897655877,3.972055799,4.0447482,4.09773338,4.125661286,4.141123547,4.145730544,4.143392593,4.136558468,4.116176991,4.087333911,4.057340316,4.036148207,4.028164161,4.021062097,4.032181431,4.048661028,4.052135181,4.033088918,3.987112543,3.927737277,3.870715707,3.841736996,3.854869602,3.903703862,3.98591643,4.095137891,4.22175333,4.357600029,4.494571256,4.644371161,4.792198416,4.9166002,5.005674048,5.054316937,5.072102611,5.075672516,5.090183954,5.129659424,5.181672016,5.255019355,5.340918871,5.426504164,5.503480766,5.569385461,5.630499936
"Population ages 50-54, male (% of male population)",4.18766367,4.174632927,4.163020087,4.146286594,4.116112785,4.068322046,3.986917543,3.893509942,3.802760911,3.737035497,3.708824337,3.700579887,3.725246098,3.77286867,3.830717173,3.890185872,3.936878547,3.989067479,4.039257658,4.077222665,4.097239821,4.08955735,4.063649889,4.030964426,4.00721403,3.999651323,3.99101107,4.00130931,4.017185637,4.020104068,4.000923728,3.95051805,3.888836051,3.831334992,3.80129091,3.811197065,3.850690775,3.920198828,4.015943303,4.132489202,4.264086167,4.399601081,4.551110976,4.701410127,4.826661948,4.914644539,4.961418441,4.976953663,4.978044723,4.990835329,5.03041384,5.080328435,5.154421601,5.242475151,5.329971079,5.407845872,5.468978707,5.524289747
"Population ages 55-59, female (% of female population)",3.766845086,3.767654367,3.762203091,3.756089235,3.75667139,3.764662646,3.755491722,3.758417368,3.760713809,3.744455305,3.700063108,3.617475082,3.513088365,3.409174278,3.338777701,3.317831282,3.327669044,3.380505463,3.457753322,3.531886637,3.586418623,3.61314937,3.62572631,3.628066214,3.626042741,3.622238487,3.599987896,3.574035677,3.549841353,3.535556136,3.534654904,3.534778119,3.556709374,3.585280085,3.601181495,3.595053388,3.567276437,3.520364374,3.473213957,3.453100481,3.474320338,3.520169423,3.601035869,3.709168003,3.832550501,3.962564401,4.086224543,4.221999146,4.356668146,4.471602148,4.556729101,4.606650316,4.628582268,4.636748569,4.654748696,4.696396494,4.749018266,4.822418164
"Population ages 55-59, male (% of male population)",3.459375626,3.455534819,3.443980133,3.430887953,3.42415037,3.42482337,3.410713923,3.408160016,3.407968134,3.396912337,3.367936958,3.305913558,3.231283752,3.159197969,3.112034037,3.100563598,3.103900916,3.135886616,3.187671266,3.246658025,3.304650315,3.348409966,3.39360114,3.435446327,3.467841707,3.487498593,3.477303513,3.456421617,3.433429784,3.420417184,3.422675832,3.421778146,3.441831791,3.468000652,3.481834629,3.475076489,3.445697836,3.400044375,3.355591636,3.336770121,3.356007203,3.395964676,3.466403651,3.562144832,3.675293149,3.799366521,3.916300571,4.05010917,4.186551875,4.304311432,4.391440329,4.435351606,4.451145502,4.454690134,4.470900475,4.513646771,4.56534904,4.639719512
"Population ages 5-9, female (% of female population)",12.33452927,12.44389616,12.43755115,12.32550587,12.15880349,12.01377556,11.98230655,12.01221385,12.08977492,12.1702401,12.20308449,12.24585583,12.27204848,12.27157458,12.23609849,12.16362117,12.11522477,12.03239749,11.91151365,11.75604011,11.5765143,11.43463483,11.27080176,11.09008606,10.90901487,10.74837882,10.65957278,10.62195602,10.62823809,10.65474802,10.6686384,10.70201161,10.74991834,10.79732362,10.81514485,10.77105724,10.69784588,10.53298921,10.28442409,9.994753053,9.725101409,9.518005531,9.343140599,9.200674457,9.078140125,8.955325934,8.852645243,8.773924739,8.715920382,8.671234227,8.627985829,8.598975236,8.576824913,8.558827029,8.540558925,8.51710775,8.498311985,8.472841246
"Population ages 5-9, male (% of male population)",12.8840006,13.00373797,12.99224713,12.86215822,12.67449283,12.51534326,12.47545976,12.50348821,12.58301338,12.66398568,12.68942503,12.72286487,12.73412859,12.71394721,12.65885371,12.57224051,12.51959386,12.44209496,12.33334686,12.19044608,12.01668278,11.87414844,11.70176292,11.50615039,11.30859273,11.13551542,11.03740409,10.99572493,11.00322808,11.034453,11.05369438,11.09347871,11.14991708,11.20538697,11.23161213,11.19477937,11.13208151,10.978617,10.74134564,10.46150753,10.1986732,9.992753754,9.814841163,9.665387175,9.534178058,9.404494901,9.300496469,9.223611994,9.16976433,9.129546044,9.088327872,9.057667805,9.032502376,9.010062037,8.986425621,8.957481173,8.934101425,8.904905779
"Population ages 60-64, female (% of female population)",3.012604895,3.026424218,3.04090842,3.056219241,3.07374391,3.09311974,3.095958019,3.099609812,3.104477532,3.112766547,3.12460957,3.12617258,3.136840009,3.14467674,3.136194703,3.105891471,3.04527472,2.966900018,2.889131097,2.838907211,2.83004639,2.843067941,2.890460013,2.95629592,3.018995623,3.066575938,3.086954381,3.099627101,3.106235924,3.110394769,3.113571225,3.098683907,3.085934651,3.076662671,3.076200664,3.08659305,3.099812894,3.125809878,3.155153731,3.174710094,3.177648793,3.15041117,3.111636826,3.076804517,3.067141127,3.09423456,3.139320349,3.213586963,3.309957215,3.419301113,3.535823445,3.649308568,3.777414174,3.90746369,4.021394798,4.108791558,4.156180619,4.178403598
"Population ages 60-64, male (% of male population)",2.615038953,2.628902497,2.642765028,2.655987893,2.669501069,2.683340607,2.684803178,2.687395825,2.691479227,2.698902788,2.709986156,2.708560159,2.715253924,2.722413562,2.720674951,2.705675622,2.665641285,2.615413061,2.567500643,2.539232827,2.538996289,2.546800434,2.575140628,2.617443296,2.665764128,2.715481033,2.749859941,2.788866298,2.827722568,2.860499442,2.883975671,2.879954284,2.872685167,2.866365674,2.868931763,2.882905201,2.896043855,2.920102079,2.946664533,2.964299493,2.967551995,2.943507271,2.910411766,2.882305198,2.877526611,2.905618315,2.944784735,3.007555859,3.089266475,3.185378667,3.293555685,3.400837809,3.525558737,3.653231638,3.76414408,3.847808566,3.889752813,3.907664085
Population ages 65 and above (% of total),4.973979934,5.02066579,5.045722118,5.054739029,5.058732473,5.059812474,5.116551797,5.171093941,5.221684153,5.267540427,5.307162872,5.374275738,5.433033157,5.484819897,5.534714342,5.584188377,5.663152674,5.740688025,5.810783626,5.86367216,5.894901477,5.928223386,5.935341315,5.929496212,5.926546585,5.934673574,5.97130067,6.0120401,6.057194468,6.106525063,6.158751711,6.232571695,6.31273253,6.390858052,6.462197779,6.524248172,6.613056333,6.686420026,6.751389963,6.817579823,6.888628667,6.981413861,7.07497972,7.165178633,7.243007796,7.305538412,7.378133789,7.438383044,7.494888832,7.558157474,7.635872979,7.736538651,7.848369702,7.973491843,8.117330858,8.283372281,8.48160524,8.695674929
"Population ages 65 and above, female",86451239,88475278,90550639,92765099,94960580,97201723,100298470,103437799,106619932,109932007,113237561,116967383,120626099,124229277,127924503,131657220,135771467,139960758,144124260,148032009,151508329,154859804,157680432,160231126,162927704,166076749,169780948,173819248,178129599,182621364,187254488,192079226,197063235,202115718,207053498,211896976,217287510,222346716,227242152,232279910,237578161,243222289,249027529,254889893,260510861,265768130,271234428,276413177,281629336,287232798,293524917,300395176,308006398,316364113,325638273,335952189,347337237,359579273
"Population ages 65 and above, female (% of total)",5.706672806,5.7623516,5.798496312,5.820595732,5.839840582,5.858503314,5.921602051,5.985043529,6.047120126,6.107016201,6.163090186,6.236266987,6.304053552,6.367897085,6.432882163,6.500044303,6.586398461,6.673718318,6.754983993,6.818773846,6.859565314,6.890294818,6.892401735,6.881803813,6.878183277,6.891468251,6.923671293,6.96542164,7.015283514,7.070271868,7.126903269,7.192711811,7.266030924,7.338790266,7.406769723,7.468183399,7.549118229,7.616299354,7.677318706,7.742883543,7.816890502,7.901020104,7.989186719,8.076996086,8.154443723,8.21798891,8.285363669,8.341579982,8.395795008,8.459792821,8.542248914,8.640856766,8.755076718,8.886256627,9.038971044,9.216501683,9.418538594,9.639387326
"Population ages 65 and above, male",64298158,65757188,67131019,68495578,69747629,70934311,73315302,75639599,77896759,80144190,82277727,85189166,87915540,90466739,92964368,95384153,98610666,101799194,104874723,107668671,110060046,112836072,115166156,117212800,119222000,121397304,124588466,127838791,131168716,134623186,138265098,142782988,147421331,152069472,156506742,160699129,165855729,170581667,175028065,179445974,183942737,189537675,195135305,200622268,205736639,210380959,215638106,220515836,225299026,230265286,235650081,242111647,248980286,256323583,264373721,273269351,283809589,294991653
"Population ages 65 and above, male (% of total)",4.241735939,4.279565928,4.293848798,4.29023362,4.27941578,4.263356914,4.314190938,4.360217255,4.399667762,4.431873286,4.455538874,4.516936425,4.567129853,4.607422704,4.642753763,4.674987801,4.747135837,4.815281158,4.874506869,4.916794957,4.938794736,4.974886015,4.987242464,4.986370775,4.984265172,4.987389993,5.02876073,5.068793338,5.109552978,5.153557653,5.201752858,5.283669164,5.370700484,5.45436061,5.529256995,5.592231412,5.688905392,5.768443964,5.837378311,5.904283303,5.97257306,6.074216582,6.173504726,6.266478055,6.345056749,6.406894471,6.485075028,6.549618639,6.608612267,6.671328618,6.744494495,6.847510578,6.957216131,7.076519691,7.211702798,7.366472255,7.561146541,7.768664671
"Population ages 65 and above, total",150749405,154231892,157681124,161260606,164708368,168136041,173613357,179076960,184516924,190076705,195515331,202158420,208543257,214696035,220888090,227041364,234378544,241756405,248997464,255700774,261568336,267696039,272845154,277440764,282146777,287474044,294367159,301656174,309298027,317245260,325519557,334864581,344488002,354188311,363562162,372596115,383143339,392927865,402269244,411724917,421520902,432758972,444160765,455509512,466245570,476149083,486868437,496923329,506922984,517494612,529174942,542502554,556980467,572681762,590008360,609221548,631144216,654567936
"Population ages 65-69, female (% of female population)",2.290573182,2.291853108,2.297359588,2.307354243,2.323455602,2.345344962,2.359779552,2.381051398,2.406683438,2.433988825,2.460579124,2.467472583,2.475825896,2.487254176,2.504454535,2.526826327,2.534681128,2.551444643,2.568876548,2.573907337,2.559827004,2.509572729,2.441490948,2.374485892,2.333630126,2.330608074,2.339013219,2.379349039,2.43827245,2.497464574,2.545948542,2.566459705,2.584906098,2.600609116,2.614746003,2.627599965,2.625879752,2.620664861,2.617566872,2.624235521,2.643259246,2.653837913,2.678624815,2.708409124,2.72953683,2.736033668,2.716433509,2.687206709,2.661595244,2.658270485,2.686966161,2.727291926,2.793422152,2.879314303,2.978979525,3.088869476,3.195637359,3.316316086
"Population ages 65-69, male (% of male population)",1.862869128,1.862529285,1.863201529,1.867004449,1.876798026,1.892453653,1.906187126,1.925033168,1.947235912,1.970476283,1.992592321,2.000456768,2.007117734,2.014651102,2.026625922,2.044008021,2.053693476,2.07091004,2.090076147,2.101433025,2.099890179,2.070461513,2.029858739,1.99127607,1.970549239,1.974534848,1.982480445,2.007251693,2.044015418,2.087134551,2.133172169,2.164821952,2.203302709,2.24265078,2.277085023,2.303688796,2.31263107,2.314416219,2.316195909,2.326526336,2.348226419,2.363443008,2.389276577,2.418113952,2.439037124,2.447968424,2.433008387,2.411253527,2.394254537,2.396871234,2.4262761,2.460916062,2.515233521,2.586404996,2.672828105,2.773034691,2.87061091,2.983399275
"Population ages 70-74, female (% of female population)",1.664027776,1.662089814,1.653604941,1.644293525,1.641387241,1.647234307,1.652059821,1.663672513,1.681850098,1.705824877,1.734180484,1.751549034,1.772059082,1.795146284,1.820730038,1.848630271,1.865496563,1.882601593,1.900968994,1.922276617,1.947300213,1.959794781,1.977007383,1.992647228,1.997203238,1.986674001,1.944734897,1.889667231,1.837199382,1.808229526,1.812417348,1.828821959,1.872150909,1.928922933,1.983721542,2.028934364,2.056157263,2.077556317,2.095572921,2.113367714,2.132093713,2.131206909,2.130115972,2.133061061,2.144255041,2.165204231,2.17806392,2.202459375,2.231469943,2.254284609,2.265733334,2.250706593,2.228863298,2.211751529,2.215300888,2.247158188,2.28615245,2.345598303
"Population ages 70-74, male (% of male population)",1.24544028,1.245070568,1.236441997,1.224424792,1.215472579,1.212214619,1.219608942,1.229222908,1.240889602,1.255182398,1.272432346,1.29045017,1.309517739,1.32880749,1.34786954,1.36664411,1.383732371,1.39796022,1.410824737,1.425077559,1.442935245,1.457659583,1.475209564,1.491071033,1.498596274,1.495856005,1.477371143,1.451196812,1.42750608,1.418024623,1.4275921,1.441535629,1.467604259,1.501245935,1.538602532,1.577414148,1.611870556,1.646478835,1.679631168,1.709286403,1.734998343,1.747467054,1.756448118,1.767119782,1.783946841,1.808234956,1.825547294,1.849894651,1.876625333,1.897895891,1.910585714,1.902643617,1.889737074,1.881706422,1.890686456,1.921945614,1.956871623,2.005062038
"Population ages 75-79, female (% of female population)",1.016017693,1.033406218,1.046695388,1.055902873,1.061451041,1.063563055,1.067990184,1.068376131,1.067913534,1.070825629,1.079585213,1.093661885,1.109248144,1.125907846,1.144431983,1.165869325,1.185957082,1.208398518,1.233556984,1.260243938,1.287333147,1.304932567,1.318572513,1.331890505,1.348182824,1.368394706,1.382486045,1.399830262,1.415589805,1.422010954,1.415813981,1.389243966,1.353639627,1.321142892,1.307517499,1.319017181,1.343464725,1.382815116,1.429692558,1.475232826,1.515165392,1.538277611,1.557515975,1.574989129,1.591843016,1.608910636,1.616864955,1.62207062,1.627690101,1.638443593,1.657460955,1.673540623,1.699076462,1.727198238,1.749115102,1.761924894,1.754602833,1.741099278
"Population ages 75-79, male (% of male population)",0.691218094,0.704800556,0.71329168,0.716062662,0.713377626,0.705531451,0.710443858,0.710949096,0.70948308,0.708748382,0.709943517,0.722338919,0.73241991,0.740787239,0.749247824,0.759183812,0.778184213,0.797601018,0.817220519,0.835428895,0.851142256,0.866724933,0.875766234,0.882021918,0.889261476,0.89919364,0.915815813,0.932852537,0.947146072,0.954051249,0.952721179,0.948490008,0.938044384,0.928019578,0.926328686,0.935763321,0.95699999,0.980929269,1.006839845,1.034108617,1.062569222,1.093697894,1.123420594,1.150703608,1.173953299,1.193729784,1.213244595,1.227301518,1.238882496,1.252010213,1.269710316,1.29120549,1.316589843,1.341161551,1.359186415,1.369785659,1.372813364,1.370009102
"Population ages 80 and above, female (% of female population)",0.736054155,0.77500246,0.800836395,0.813045091,0.813546698,0.80236099,0.841772494,0.871943486,0.890673057,0.896376871,0.888745365,0.923583485,0.946920431,0.959588778,0.963265606,0.95871838,1.000263689,1.031273564,1.051581467,1.062345954,1.065104951,1.115994742,1.155330891,1.182780187,1.199167089,1.205791469,1.257437131,1.296575108,1.324221877,1.342566815,1.352723398,1.408186182,1.45533429,1.488115325,1.500784677,1.492631889,1.523616489,1.53526306,1.534486356,1.530047482,1.52637215,1.57769767,1.622929958,1.660536772,1.688808836,1.707840374,1.774001284,1.829843279,1.875039719,1.908794134,1.932088464,1.989317623,2.033714807,2.067992556,2.095575529,2.118549125,2.182145952,2.23637366
"Population ages 80 and above, male (% of male population)",0.442208436,0.46716552,0.480913591,0.482741716,0.473767548,0.453157191,0.477951013,0.495012083,0.502059168,0.497466223,0.48057069,0.503690569,0.51807447,0.523176873,0.519010477,0.505151858,0.531525778,0.548809879,0.556385465,0.554855479,0.544827055,0.580039986,0.606407927,0.622001754,0.625858184,0.6178055,0.65309333,0.677492296,0.690885408,0.69434723,0.688267409,0.728821575,0.761749131,0.782444317,0.787240754,0.775365147,0.807403776,0.826619641,0.834711389,0.834361947,0.826779076,0.869608626,0.904359438,0.930540714,0.948119486,0.956961306,1.013274753,1.061168943,1.0988499,1.124551279,1.137922365,1.192745408,1.235655692,1.267246722,1.289001821,1.301706291,1.360850643,1.410194257
Population density (people per sq. km of land area),..,23.69206065,24.10172073,24.60492495,25.11118912,25.62834206,26.16979919,26.70869088,27.25344599,27.8302473,28.41284069,29.01135404,29.60400573,30.18969325,30.78051447,31.35779515,31.91987765,32.48002307,33.04933034,33.63296694,34.22256872,34.82742794,35.45483291,36.08759785,36.7184647,37.36061963,38.02183524,38.69938972,39.38404936,40.07003586,40.7665139,41.43956651,42.08908175,42.7464859,43.39735519,44.05371896,44.69255522,45.30674298,45.945776,46.56497266,47.17543713,47.7897139,48.40079607,49.01249352,49.62910514,50.24930569,50.87651316,51.50659334,52.15326349,52.79577604,53.43691522,54.06958705,54.72303588,55.38347002,56.04841053,56.71313405,57.38052343,58.04498566
